ID_PEDIDO,ID_DETALLE,FECHA,ID_CLIENTE,Cliente,ID_VENDEDOR,Nombre_Vendedor,Genero_Vendedor,SUCURSAL,Provincia_Vendedor,Region_Vendedor,latitud,longitud,ID_PRODUCTO,Nombre_Producto,CANTIDAD,PRECIO_VENTA_UNITARIO,COSTO_UNITARIO,INGRESO_TOTAL,COSTO_TOTAL,MARGEN_BENEFICIO,PORCENTAJE_MARGEN,RANK_PRODUCTO_EN_HISTORIAL_CLIENTE,foto_Productos_url,foto_Vendedor_url
1765,5415,2022-02-21,5,Carlos Bergara,10,Julio Linarez,Masculino,Sucursal 2,La Vega,SUR,19.216667,-70.516667,2,Legumbres,11,50.0,30.0,550.0,330.0,220.0,40.0,133,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_2.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_10.png
2229,6823,2020-06-16,5,Carlos Bergara,6,Jorge Ramos,Masculino,Sucursal 2,Santiago,SUR,19.45,-70.7,10,Agua potable,18,30.0,10.0,540.0,180.0,360.0,66.67,136,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_10.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_6.png
747,2321,2022-07-27,5,Carlos Bergara,3,Ana Santana,Femenino,Sucursal 1,Hato Mayor,NORTE,18.75,-69.25,10,Agua potable,18,30.0,10.0,540.0,180.0,360.0,66.67,136,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_10.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_3.png
378,1192,2020-12-18,5,Carlos Bergara,11,Pedro Gómez,Masculino,Sucursal 3,Azua,ESTE,18.45,-70.733333,11,Verduras frescas,15,35.0,15.0,525.0,225.0,300.0,57.14,138,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_11.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_11.png
45,142,2022-08-19,5,Carlos Bergara,13,Alejandro Peña,Masculino,Sucursal 3,San Juan,ESTE,18.8,-71.2,18,Crema dental Colgate,3,175.0,112.0,525.0,336.0,189.0,36.0,138,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_18.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_13.png
1784,5476,2020-06-03,5,Carlos Bergara,5,Sofia Bergara,Femenino,Sucursal 1,San Pedro de Macorís,NORTE,18.45,-69.3,5,Aceite,8,65.0,45.0,520.0,360.0,160.0,30.77,140,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_5.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_5.png
498,1549,2022-09-05,5,Carlos Bergara,15,Laura de la Rosa,Femenino,Sucursal 3,Peravia,ESTE,18.283333,-70.35,14,Queso,6,85.0,65.0,510.0,390.0,120.0,23.53,141,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_14.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_15.png
390,1221,2020-06-10,5,Carlos Bergara,6,Jorge Ramos,Masculino,Sucursal 2,Santiago,SUR,19.45,-70.7,2,Legumbres,10,50.0,30.0,500.0,300.0,200.0,40.0,142,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_2.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_6.png
848,2625,2020-07-08,5,Carlos Bergara,5,Sofia Bergara,Femenino,Sucursal 1,San Pedro de Macorís,NORTE,18.45,-69.3,2,Legumbres,10,50.0,30.0,500.0,300.0,200.0,40.0,142,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_2.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_5.png
2212,6781,2023-10-05,5,Carlos Bergara,11,Pedro Gómez,Masculino,Sucursal 3,Azua,ESTE,18.45,-70.733333,2,Legumbres,10,50.0,30.0,500.0,300.0,200.0,40.0,142,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_2.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_11.png
2020,6199,2023-02-27,5,Carlos Bergara,10,Julio Linarez,Masculino,Sucursal 2,La Vega,SUR,19.216667,-70.516667,19,Cebolla Criolla,5,100.0,65.0,500.0,325.0,175.0,35.0,142,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_19.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_10.png
1926,5886,2023-11-22,5,Carlos Bergara,5,Sofia Bergara,Femenino,Sucursal 1,San Pedro de Macorís,NORTE,18.45,-69.3,19,Cebolla Criolla,5,100.0,65.0,500.0,325.0,175.0,35.0,142,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_19.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_5.png
509,1581,2022-03-13,5,Carlos Bergara,14,Lucía Ramire,Femenino,Sucursal 3,San Cristóbal,ESTE,18.416667,-70.1,6,Arroz,11,45.0,25.0,495.0,275.0,220.0,44.44,147,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_6.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_14.png
378,1191,2020-12-18,5,Carlos Bergara,11,Pedro Gómez,Masculino,Sucursal 3,Azua,ESTE,18.45,-70.733333,1,Leche,7,70.0,50.0,490.0,350.0,140.0,28.57,148,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_1.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_11.png
2229,6821,2020-06-16,5,Carlos Bergara,6,Jorge Ramos,Masculino,Sucursal 2,Santiago,SUR,19.45,-70.7,11,Verduras frescas,14,35.0,15.0,490.0,210.0,280.0,57.14,148,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_11.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_6.png
1099,3385,2021-10-15,5,Carlos Bergara,5,Sofia Bergara,Femenino,Sucursal 1,San Pedro de Macorís,NORTE,18.45,-69.3,3,Frutas frescas,12,40.0,20.0,480.0,240.0,240.0,50.0,150,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_3.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_5.png
1243,3800,2023-01-20,5,Carlos Bergara,8,Juan Gabrie,Masculino,Sucursal 2,Duarte,SUR,19.3,-70.1,9,Aceite de oliva,6,80.0,60.0,480.0,360.0,120.0,25.0,150,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_9.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_8.png
1467,4483,2022-10-25,5,Carlos Bergara,13,Alejandro Peña,Masculino,Sucursal 3,San Juan,ESTE,18.8,-71.2,15,Miel,5,95.0,75.0,475.0,375.0,100.0,21.05,152,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_15.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_13.png
981,3038,2020-09-29,5,Carlos Bergara,5,Sofia Bergara,Femenino,Sucursal 1,San Pedro de Macorís,NORTE,18.45,-69.3,5,Aceite,7,65.0,45.0,455.0,315.0,140.0,30.77,153,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_5.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_5.png
713,2218,2022-04-16,5,Carlos Bergara,6,Jorge Ramos,Masculino,Sucursal 2,Santiago,SUR,19.45,-70.7,5,Aceite,7,65.0,45.0,455.0,315.0,140.0,30.77,153,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_5.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_6.png
1968,6018,2022-01-28,5,Carlos Bergara,15,Laura de la Rosa,Femenino,Sucursal 3,Peravia,ESTE,18.283333,-70.35,11,Verduras frescas,13,35.0,15.0,455.0,195.0,260.0,57.14,153,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_11.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_15.png
1814,5555,2021-10-05,5,Carlos Bergara,15,Laura de la Rosa,Femenino,Sucursal 3,Peravia,ESTE,18.283333,-70.35,5,Aceite,7,65.0,45.0,455.0,315.0,140.0,30.77,153,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_5.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_15.png
690,2148,2023-11-21,5,Carlos Bergara,1,Juan Perez,Masculino,Sucursal 1,La Altagracia,NORTE,18.616667,-68.633333,6,Arroz,10,45.0,25.0,450.0,250.0,200.0,44.44,157,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_6.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_1.png
498,1550,2022-09-05,5,Carlos Bergara,15,Laura de la Rosa,Femenino,Sucursal 3,Peravia,ESTE,18.283333,-70.35,2,Legumbres,9,50.0,30.0,450.0,270.0,180.0,40.0,157,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_2.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_15.png
824,2551,2023-09-10,5,Carlos Bergara,8,Juan Gabrie,Masculino,Sucursal 2,Duarte,SUR,19.3,-70.1,10,Agua potable,15,30.0,10.0,450.0,150.0,300.0,66.67,157,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_10.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_8.png
1802,5530,2023-10-10,5,Carlos Bergara,2,Maria Vizcaino,Femenino,Sucursal 2,El Seibo,NORTE,18.766667,-69.033333,23,Avena Quaker,4,110.0,75.0,440.0,300.0,140.0,31.82,160,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_23.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_2.png
1907,5837,2023-12-30,5,Carlos Bergara,14,Lucía Ramire,Femenino,Sucursal 3,San Cristóbal,ESTE,18.416667,-70.1,23,Avena Quaker,4,110.0,75.0,440.0,300.0,140.0,31.82,160,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_23.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_14.png
2064,6321,2020-02-02,5,Carlos Bergara,10,Julio Linarez,Masculino,Sucursal 2,La Vega,SUR,19.216667,-70.516667,23,Avena Quaker,4,110.0,75.0,440.0,300.0,140.0,31.82,160,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_23.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_10.png
2246,6875,2020-07-21,5,Carlos Bergara,10,Julio Linarez,Masculino,Sucursal 2,La Vega,SUR,19.216667,-70.516667,1,Leche,6,70.0,50.0,420.0,300.0,120.0,28.57,163,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_1.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_10.png
2212,6783,2023-10-05,5,Carlos Bergara,11,Pedro Gómez,Masculino,Sucursal 3,Azua,ESTE,18.45,-70.733333,1,Leche,6,70.0,50.0,420.0,300.0,120.0,28.57,163,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_1.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_11.png
848,2624,2020-07-08,5,Carlos Bergara,5,Sofia Bergara,Femenino,Sucursal 1,San Pedro de Macorís,NORTE,18.45,-69.3,13,Pescado,6,70.0,50.0,420.0,300.0,120.0,28.57,163,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_13.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_5.png
906,2800,2020-10-23,5,Carlos Bergara,14,Lucía Ramire,Femenino,Sucursal 3,San Cristóbal,ESTE,18.416667,-70.1,4,Pan integral,7,60.0,40.0,420.0,280.0,140.0,33.33,163,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_4.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_14.png
387,1210,2022-02-18,5,Carlos Bergara,4,Luis Diaz,Masculino,Sucursal 1,La Romana,NORTE,18.433333,-68.966667,19,Cebolla Criolla,4,100.0,65.0,400.0,260.0,140.0,35.0,167,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_19.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_4.png
175,547,2022-03-17,5,Carlos Bergara,12,María Rodríguez,Femenino,Sucursal 3,Barahona,ESTE,18.2,-71.1,9,Aceite de oliva,5,80.0,60.0,400.0,300.0,100.0,25.0,167,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_9.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_12.png
390,1219,2020-06-10,5,Carlos Bergara,6,Jorge Ramos,Masculino,Sucursal 2,Santiago,SUR,19.45,-70.7,5,Aceite,6,65.0,45.0,390.0,270.0,120.0,30.77,169,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_5.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_6.png
998,3090,2021-06-16,5,Carlos Bergara,6,Jorge Ramos,Masculino,Sucursal 2,Santiago,SUR,19.45,-70.7,10,Agua potable,13,30.0,10.0,390.0,130.0,260.0,66.67,169,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_10.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_6.png
2478,7558,2022-04-05,5,Carlos Bergara,2,Maria Vizcaino,Femenino,Sucursal 2,El Seibo,NORTE,18.766667,-69.033333,10,Agua potable,13,30.0,10.0,390.0,130.0,260.0,66.67,169,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_10.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_2.png
824,2552,2023-09-10,5,Carlos Bergara,8,Juan Gabrie,Masculino,Sucursal 2,Duarte,SUR,19.3,-70.1,11,Verduras frescas,11,35.0,15.0,385.0,165.0,220.0,57.14,172,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_11.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_8.png
690,2145,2023-11-21,5,Carlos Bergara,1,Juan Perez,Masculino,Sucursal 1,La Altagracia,NORTE,18.616667,-68.633333,11,Verduras frescas,11,35.0,15.0,385.0,165.0,220.0,57.14,172,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_11.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_1.png
572,1778,2023-03-30,5,Carlos Bergara,3,Ana Santana,Femenino,Sucursal 1,Hato Mayor,NORTE,18.75,-69.25,3,Frutas frescas,9,40.0,20.0,360.0,180.0,180.0,50.0,174,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_3.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_3.png
45,140,2022-08-19,5,Carlos Bergara,13,Alejandro Peña,Masculino,Sucursal 3,San Juan,ESTE,18.8,-71.2,6,Arroz,8,45.0,25.0,360.0,200.0,160.0,44.44,174,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_6.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_13.png
888,2750,2020-04-02,5,Carlos Bergara,7,Juan Comila,Masculino,Sucursal 2,Puerto Plata,SUR,19.8,-70.7,3,Frutas frescas,9,40.0,20.0,360.0,180.0,180.0,50.0,174,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_3.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_7.png
847,2622,2023-05-19,5,Carlos Bergara,12,María Rodríguez,Femenino,Sucursal 3,Barahona,ESTE,18.2,-71.1,11,Verduras frescas,10,35.0,15.0,350.0,150.0,200.0,57.14,177,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_11.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_12.png
1233,3768,2023-07-20,5,Carlos Bergara,15,Laura de la Rosa,Femenino,Sucursal 3,Peravia,ESTE,18.283333,-70.35,18,Crema dental Colgate,2,175.0,112.0,350.0,224.0,126.0,36.0,177,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_18.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_15.png
603,1878,2022-12-23,5,Carlos Bergara,5,Sofia Bergara,Femenino,Sucursal 1,San Pedro de Macorís,NORTE,18.45,-69.3,18,Crema dental Colgate,2,175.0,112.0,350.0,224.0,126.0,36.0,177,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_18.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_5.png
690,2149,2023-11-21,5,Carlos Bergara,1,Juan Perez,Masculino,Sucursal 1,La Altagracia,NORTE,18.616667,-68.633333,22,Mantequilla Rica,2,175.0,120.0,350.0,240.0,110.0,31.43,177,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_22.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_1.png
2355,7203,2020-02-28,5,Carlos Bergara,7,Juan Comila,Masculino,Sucursal 2,Puerto Plata,SUR,19.8,-70.7,1,Leche,5,70.0,50.0,350.0,250.0,100.0,28.57,177,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_1.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_7.png
2355,7206,2020-02-28,5,Carlos Bergara,7,Juan Comila,Masculino,Sucursal 2,Puerto Plata,SUR,19.8,-70.7,22,Mantequilla Rica,2,175.0,120.0,350.0,240.0,110.0,31.43,177,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_22.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_7.png
1907,5833,2023-12-30,5,Carlos Bergara,14,Lucía Ramire,Femenino,Sucursal 3,San Cristóbal,ESTE,18.416667,-70.1,13,Pescado,5,70.0,50.0,350.0,250.0,100.0,28.57,177,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_13.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_14.png
1841,5644,2023-11-21,5,Carlos Bergara,11,Pedro Gómez,Masculino,Sucursal 3,Azua,ESTE,18.45,-70.733333,18,Crema dental Colgate,2,175.0,112.0,350.0,224.0,126.0,36.0,177,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_18.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_11.png
1982,6073,2023-01-08,5,Carlos Bergara,11,Pedro Gómez,Masculino,Sucursal 3,Azua,ESTE,18.45,-70.733333,14,Queso,4,85.0,65.0,340.0,260.0,80.0,23.53,185,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_14.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_11.png
122,378,2021-04-13,5,Carlos Bergara,4,Luis Diaz,Masculino,Sucursal 1,La Romana,NORTE,18.433333,-68.966667,14,Queso,4,85.0,65.0,340.0,260.0,80.0,23.53,185,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_14.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_4.png
30,98,2020-12-22,5,Carlos Bergara,3,Ana Santana,Femenino,Sucursal 1,Hato Mayor,NORTE,18.75,-69.25,16,Mermelada de Manzanas,3,112.0,76.0,336.0,228.0,108.0,32.14,187,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_16.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_3.png
824,2550,2023-09-10,5,Carlos Bergara,8,Juan Gabrie,Masculino,Sucursal 2,Duarte,SUR,19.3,-70.1,16,Mermelada de Manzanas,3,112.0,76.0,336.0,228.0,108.0,32.14,187,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PRODUCTOS/producto_16.png,https://raw.githubusercontent.com/JUANCITOPENA/GENERADOR_IMAGENES_PERSONAS/refs/heads/main/FOTOS_PERSONAS/persona_8.png
